ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15174529,"7,000,000",Muğla Satılık Daire,Fethiye Satılık Daire,Patlangıç Mahallesi Satılık Daire,130 M2,3+1,5-10,3,3.Kat,Klimalı,Krediye Uygun
15175957,"5,750,000",Muğla Satılık Daire,Bodrum Satılık Daire,Turgutreis Mahallesi Satılık Daire,100 M2,3+1,11-15,3,Bahçe Katı,Klimalı,Krediye Uygun
15120226,"7,250,000",Muğla Satılık Daire,Bodrum Satılık Daire,Akçaalan Mahallesi Satılık Daire,95 M2,3+1,0 (Yeni),2,2.Kat,Yerden Isıtma,Krediye Uygun
15133508,"7,500,000",Muğla Satılık Daire,Bodrum Satılık Daire,Kızılağaç Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15155278,"2,750,000",Muğla Satılık Daire,Milas Satılık Daire,İsmet Paşa Mahallesi Satılık Daire,55 M2,2+2,3,4,Yüksek Giriş,Klimalı,Krediye Uygun
15105420,"1,480,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun
15174887,"5,650,000",Muğla Satılık Daire,Fethiye Satılık Daire,Babataşı Mahallesi Satılık Daire,135 M2,3+1,21 Ve Üzeri,3,3.Kat,Klimalı,Krediye Uygun
15172352,"6,500,000",Muğla Satılık Daire,Bodrum Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,120 M2,2+1,11-15,2,Villa Tipi,Klimalı,Krediye Uygun
15154761,"9,000,000",Muğla Satılık Daire,Bodrum Satılık Daire,Konacık Mahallesi Satılık Daire,90 M2,2+1,2,2,2.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15123357,"7,500,000",Muğla Satılık Daire,Bodrum Satılık Daire,Konacık Mahallesi Satılık Daire,130 M2,3+1,5-10,2,2.Kat,Klimalı,Krediye Uygun
15169688,"7,500,000",Muğla Satılık Daire,Bodrum Satılık Daire,Türkkuyusu Mahallesi Satılık Daire,100 M2,2+1,5-10,3,3.Kat,Klimalı,Krediye Uygun
15154836,"5,600,000",Muğla Satılık Daire,Milas Satılık Daire,Bozbük Mahallesi Satılık Daire,70 M2,2+1,11-15,2,Bahçe Katı,Klimalı,Krediye Uygun
15171235,"2,950,000",Muğla Satılık Daire,Fethiye Satılık Daire,Karaçulha Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),3,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15168726,"4,450,000",Muğla Satılık Daire,Milas Satılık Daire,Meşelik Mahallesi Satılık Daire,80 M2,2+1,5-10,2,2.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15171014,"3,100,000",Muğla Satılık Daire,Köyceğiz Satılık Daire,Gülpınar Mahallesi Satılık Daire,200 M2,1+1,16-20,2,Müstakil,Klimalı,Krediye Uygun
15168570,"4,200,000",Muğla Satılık Daire,Dalaman Satılık Daire,Altıntas Mahallesi Satılık Daire,80 M2,2+1,16-20,3,2.Kat,Klimalı,Krediye Uygun
15163461,"4,000,000",Muğla Satılık Daire,Milas Satılık Daire,Güneş Mahallesi Satılık Daire,150 M2,3+1,5-10,5,3.Kat,Merkezi Kömür,Bilinmiyor
15162926,"3,150,000",Muğla Satılık Daire,Dalaman Satılık Daire,Şerefler Mahallesi Satılık Daire,65 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
15163637,"4,650,000",Muğla Satılık Daire,Fethiye Satılık Daire,Yeni Mahallesi Satılık Daire,76 M2,2+1,0 (Yeni),2,Yüksek Giriş,Klimalı,Bilinmiyor
15163224,"9,250,000",Muğla Satılık Daire,Fethiye Satılık Daire,Foça Mahallesi Satılık Daire,140 M2,3+1,11-15,2,Çatı Dubleks,Kat Kaloriferi,Bilinmiyor
15164376,"1,750,000",Muğla Satılık Daire,Dalaman Satılık Daire,Hürriyet Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15164147,"2,785,000",Muğla Satılık Daire,Dalaman Satılık Daire,Hürriyet Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15164459,"3,150,000",Muğla Satılık Daire,Dalaman Satılık Daire,Merkez Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
15164750,"7,500,000",Muğla Satılık Daire,Ula Satılık Daire,Sarayyanı Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),2,Müstakil,Kat Kaloriferi,Krediye Uygun
15164803,"7,500,000",Muğla Satılık Daire,Bodrum Satılık Daire,Konacık Mahallesi Satılık Daire,110 M2,2+1,16-20,3,2.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15165371,"14,300,000",Muğla Satılık Daire,Fethiye Satılık Daire,Babataşı Mahallesi Satılık Daire,152 M2,4+1,0 (Yeni),2,2.Kat,Yerden Isıtma,Krediye Uygun
15164992,"3,500,000",Muğla Satılık Daire,Yatağan Satılık Daire,Yeni Mahallesi Satılık Daire,120 M2,2+1,5-10,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15162847,"3,500,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),2,1.Kat,Klimalı,Krediye Uygun
15167134,"5,950,000",Muğla Satılık Daire,Dalaman Satılık Daire,Akçataş Mahallesi Satılık Daire,170 M2,4+1,1,3,3.Kat,Klimalı,Krediye Uygun Değil
15166419,"2,300,000",Muğla Satılık Daire,Menteşe Satılık Daire,Yeniköy Mahallesi Satılık Daire,70 M2,2+1,2,2,1.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15153561,"6,000,000",Muğla Satılık Daire,Datça Satılık Daire,İskele Mahallesi Satılık Daire,65 M2,1+1,5-10,2,Bodrum Kat,Isıtma Yok,Bilinmiyor
15170830,"4,200,000",Muğla Satılık Daire,Fethiye Satılık Daire,Menteşeoğlu Mahallesi Satılık Daire,100 M2,2+1,5-10,3,Çatı Dubleks,Klimalı,Krediye Uygun
15153563,"5,500,000",Muğla Satılık Daire,Datça Satılık Daire,Datça Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),1,Bahçe Katı,Klimalı,Krediye Uygun
15154136,"5,000,000",Muğla Satılık Daire,Milas Satılık Daire,Güllük Mahallesi Satılık Daire,90 M2,2+1,4,3,Kot 1 (-1).Kat,Kat Kaloriferi,Krediye Uygun
15154201,"1,675,000",Muğla Satılık Daire,Dalaman Satılık Daire,Merkez Mahallesi Satılık Daire,53 M2,1+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15153792,"2,250,000",Muğla Satılık Daire,Dalaman Satılık Daire,Atakent Mahallesi Satılık Daire,58 M2,1+1,1,3,Bahçe Katı,Klimalı,Krediye Uygun Değil
15154386,"4,500,000",Muğla Satılık Daire,Datça Satılık Daire,Reşadiye Mahallesi Satılık Daire,75 M2,2+1,4,2,Bahçe Katı,Klimalı,Krediye Uygun
15155763,"4,450,000",Muğla Satılık Daire,Dalaman Satılık Daire,Kapukargın Mahallesi Satılık Daire,130 M2,2+1,11-15,2,Müstakil,Klimalı,Krediye Uygun
15163831,"7,100,000",Muğla Satılık Daire,Fethiye Satılık Daire,Foça Mahallesi Satılık Daire,130 M2,4+1,16-20,3,3.Kat,Klimalı,Krediye Uygun
15156493,"3,600,000",Muğla Satılık Daire,Fethiye Satılık Daire,Taşyaka Mahallesi Satılık Daire,50 M2,1+1,2,3,2.Kat,Klimalı,Krediye Uygun
15164442,"3,150,000",Muğla Satılık Daire,Dalaman Satılık Daire,Hürriyet Mahallesi Satılık Daire,175 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15156591,"8,000,000",Muğla Satılık Daire,Bodrum Satılık Daire,Yokuşbaşı Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15161251,"3,500,000",Muğla Satılık Daire,Fethiye Satılık Daire,Karaçulha Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Kat Kaloriferi,Krediye Uygun
15165370,"11,050,000",Muğla Satılık Daire,Fethiye Satılık Daire,Babataşı Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),2,Bahçe Katı,Yerden Isıtma,Krediye Uygun
15160956,"9,500,000",Muğla Satılık Daire,Fethiye Satılık Daire,Taşyaka Mahallesi Satılık Daire,230 M2,4+1,11-15,4,Çatı Dubleks,Klimalı,Krediye Uygun
15161405,"3,500,000",Muğla Satılık Daire,Fethiye Satılık Daire,Karaçulha Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),3,Düz Giriş (Zemin),Kat Kaloriferi,Krediye Uygun
15161524,"3,250,000",Muğla Satılık Daire,Fethiye Satılık Daire,Esenköy Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15155174,"4,900,000",Muğla Satılık Daire,Milas Satılık Daire,Güneş Mahallesi Satılık Daire,160 M2,4+1,5-10,5,3.Kat,Merkezi Kömür,Bilinmiyor
15164619,"5,650,000",Muğla Satılık Daire,Marmaris Satılık Daire,Sarıana Mahallesi Satılık Daire,170 M2,3+1,21 Ve Üzeri,3,2.Kat,Klimalı,Krediye Uygun
15164578,"6,300,000",Muğla Satılık Daire,Marmaris Satılık Daire,Kemeraltı Mahallesi Satılık Daire,130 M2,2+1,16-20,3,2.Kat,Klimalı,Krediye Uygun
15164638,"3,600,000",Muğla Satılık Daire,Marmaris Satılık Daire,Sarıana Mahallesi Satılık Daire,80 M2,2+1,21 Ve Üzeri,3,Bahçe Katı,Klimalı,Krediye Uygun Değil
15153565,"10,000,000",Muğla Satılık Daire,Datça Satılık Daire,İskele Mahallesi Satılık Daire,117 M2,2+1,5-10,2,Çatı Katı,Isıtma Yok,Bilinmiyor
15166298,"5,200,000",Muğla Satılık Daire,Fethiye Satılık Daire,Akarca Mahallesi Satılık Daire,150 M2,3+1,5-10,2,2.Kat,Klimalı,Krediye Uygun Değil
15164663,"11,500,000",Muğla Satılık Daire,Marmaris Satılık Daire,Siteler Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,Bahçe Katı,Klimalı,Krediye Uygun Değil
15164657,"8,500,000",Muğla Satılık Daire,Marmaris Satılık Daire,Beldibi Mahallesi Satılık Daire,150 M2,3+1,5-10,3,2.Kat,Isıtma Yok,Krediye Uygun
15164628,"6,000,000",Muğla Satılık Daire,Marmaris Satılık Daire,Sarıana Mahallesi Satılık Daire,95 M2,2+1,5-10,3,Bahçe Katı,Klimalı,Krediye Uygun
15164654,"21,000,000",Muğla Satılık Daire,Marmaris Satılık Daire,Çıldır Mahallesi Satılık Daire,170 M2,4+1,11-15,4,3.Kat,Klimalı,Krediye Uygun
15156346,"5,500,000",Muğla Satılık Daire,Bodrum Satılık Daire,Dereköy Mahallesi Satılık Daire,90 M2,2+1,5-10,2,2.Kat,Klimalı,Krediye Uygun
15164698,"3,050,000",Muğla Satılık Daire,Marmaris Satılık Daire,Hatipirimi Mahallesi Satılık Daire,55 M2,1+1,21 Ve Üzeri,4,Bahçe Katı,Klimalı,Krediye Uygun
15164724,"3,900,000",Muğla Satılık Daire,Marmaris Satılık Daire,Beldibi Mahallesi Satılık Daire,100 M2,2+1,16-20,3,3.Kat,Klimalı,Krediye Uygun
15164674,"11,800,000",Muğla Satılık Daire,Marmaris Satılık Daire,Armutalan Mahallesi Satılık Daire,145 M2,3+1,11-15,2,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15164696,"5,100,000",Muğla Satılık Daire,Marmaris Satılık Daire,Kemeraltı Mahallesi Satılık Daire,105 M2,2+1,16-20,4,2.Kat,Klimalı,Krediye Uygun Değil
15173022,"3,850,000",Muğla Satılık Daire,Fethiye Satılık Daire,Çamköy Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15167827,"3,550,000",Muğla Satılık Daire,Fethiye Satılık Daire,Yeni Mahallesi Satılık Daire,90 M2,2+1,3,3,2.Kat,Klimalı,Krediye Uygun
15173021,"3,000,000",Muğla Satılık Daire,Fethiye Satılık Daire,Çamköy Mahallesi Satılık Daire,70 M2,2+1,0 (Yeni),2,Yüksek Giriş,Klimalı,Krediye Uygun
15173024,"4,500,000",Muğla Satılık Daire,Fethiye Satılık Daire,Çamköy Mahallesi Satılık Daire,160 M2,4+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15169571,"1,600,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,50 M2,1+1,0 (Yeni),5,2.Kat,Klimalı,Krediye Uygun
15160274,"2,290,000",Muğla Satılık Daire,Menteşe Satılık Daire,Yerkesik Mahallesi Satılık Daire,110 M2,2+1,3,2,Yüksek Giriş,Kat Kaloriferi,Krediye Uygun
15151243,"13,500,000",Muğla Satılık Daire,Fethiye Satılık Daire,Foça Mahallesi Satılık Daire,160 M2,3+1,5-10,2,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15164661,"10,250,000",Muğla Satılık Daire,Marmaris Satılık Daire,Beldibi Mahallesi Satılık Daire,180 M2,3+1,5-10,2,2.Kat,Klimalı,Krediye Uygun
15152682,"2,275,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15173025,"6,200,000",Muğla Satılık Daire,Fethiye Satılık Daire,Tuzla Mahallesi Satılık Daire,130 M2,3+1,16-20,3,Yüksek Giriş,Klimalı,Krediye Uygun
15159807,"3,500,000",Muğla Satılık Daire,Ortaca Satılık Daire,Bahçelievler Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15159808,"2,350,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,95 M2,2+1,5-10,3,1.Kat,Klimalı,Krediye Uygun
15159812,"1,525,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15159809,"2,700,000",Muğla Satılık Daire,Ortaca Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,115 M2,2+1,11-15,5,5.Kat,Merkezi Doğalgaz,Krediye Uygun
15159813,"1,650,000",Muğla Satılık Daire,Dalaman Satılık Daire,Bezkese Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),5,3.Kat,Klimalı,Krediye Uygun
15164727,"4,600,000",Muğla Satılık Daire,Marmaris Satılık Daire,Kemeraltı Mahallesi Satılık Daire,315 M2,2+1,16-20,4,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15159816,"2,800,000",Muğla Satılık Daire,Ortaca Satılık Daire,Atatürk Mahallesi Satılık Daire,165 M2,3+1,11-15,4,1.Kat,Klimalı,Krediye Uygun
15159818,"1,650,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),3,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15169260,"3,250,000",Muğla Satılık Daire,Fethiye Satılık Daire,Akarca Mahallesi Satılık Daire,55 M2,1+1,2,3,Bahçe Katı,Klimalı,Krediye Uygun
15173033,"3,500,000",Muğla Satılık Daire,Fethiye Satılık Daire,Pazaryeri Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15159820,"1,550,000",Muğla Satılık Daire,Ortaca Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),5,5.Kat,Isı Pompası,Krediye Uygun
15151455,"2,250,000",Muğla Satılık Daire,Ortaca Satılık Daire,Terzialiler Mahallesi Satılık Daire,90 M2,2+1,11-15,6,2.Kat,Klimalı,Krediye Uygun
15159819,"2,575,000",Muğla Satılık Daire,Ortaca Satılık Daire,Çaylı Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun
15159823,"2,500,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15159824,"2,450,000",Muğla Satılık Daire,Ortaca Satılık Daire,Çaylı Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,3.Kat,Kat Kaloriferi,Krediye Uygun
15159826,"1,750,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,70 M2,1+1,5-10,5,4.Kat,Klimalı,Krediye Uygun
15159821,"2,350,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15159814,"2,650,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,85 M2,2+1,2,3,2.Kat,Klimalı,Krediye Uygun
15159827,"1,880,000",Muğla Satılık Daire,Ortaca Satılık Daire,Beşköprü Mahallesi Satılık Daire,65 M2,1+1,1,3,3.Kat,Klimalı,Krediye Uygun
15159830,"3,850,000",Muğla Satılık Daire,Ortaca Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),3,Çatı Katı,Yerden Isıtma,Bilinmiyor
15159832,"3,300,000",Muğla Satılık Daire,Dalaman Satılık Daire,Bezkese Mahallesi Satılık Daire,135 M2,2+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun
15159815,"1,700,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun
15159825,"1,850,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15159831,"1,850,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun
15159833,"2,750,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun
15159822,"2,500,000",Muğla Satılık Daire,Ortaca Satılık Daire,Terzialiler Mahallesi Satılık Daire,85 M2,2+1,1,4,4.Kat,Klimalı,Krediye Uygun
15159836,"1,975,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15159805,"2,500,000",Muğla Satılık Daire,Ortaca Satılık Daire,Terzialiler Mahallesi Satılık Daire,165 M2,3+1,16-20,4,1.Kat,Klimalı,Krediye Uygun
15159768,"1,700,000",Muğla Satılık Daire,Ortaca Satılık Daire,Çaylı Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),3,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15159770,"2,950,000",Muğla Satılık Daire,Ortaca Satılık Daire,Arıkbaşı Mahallesi Satılık Daire,130 M2,3+1,3,4,2.Kat,Klimalı,Krediye Uygun Değil
15159769,"2,920,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15159766,"3,000,000",Muğla Satılık Daire,Ortaca Satılık Daire,Yerbelen Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15159771,"1,650,000",Muğla Satılık Daire,Dalaman Satılık Daire,Atakent Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15159772,"3,300,000",Muğla Satılık Daire,Dalaman Satılık Daire,Hürriyet Mahallesi Satılık Daire,125 M2,2+1,0 (Yeni),3,Çatı Katı,Klimalı,Krediye Uygun
15159774,"2,450,000",Muğla Satılık Daire,Ortaca Satılık Daire,Çaylı Mahallesi Satılık Daire,115 M2,1+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15159776,"3,300,000",Muğla Satılık Daire,Ortaca Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,130 M2,3+1,5-10,3,3.Kat,Klimalı,Krediye Uygun
15159779,"4,950,000",Muğla Satılık Daire,Dalaman Satılık Daire,Karaçalı Mahallesi Satılık Daire,180 M2,5+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun
15159778,"1,650,000",Muğla Satılık Daire,Ortaca Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15159781,"3,250,000",Muğla Satılık Daire,Ortaca Satılık Daire,Çaylı Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun
15159782,"1,775,000",Muğla Satılık Daire,Ortaca Satılık Daire,Çaylı Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun
15159783,"2,450,000",Muğla Satılık Daire,Ortaca Satılık Daire,Beşköprü Mahallesi Satılık Daire,101 M2,3+1,16-20,5,2.Kat,Klimalı,Krediye Uygun
15159785,"3,750,000",Muğla Satılık Daire,Dalaman Satılık Daire,Atakent Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
15159786,"2,450,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,2.Kat,Kat Kaloriferi,Krediye Uygun
15159790,"1,750,000",Muğla Satılık Daire,Dalaman Satılık Daire,Atakent Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),5,3.Kat,Klimalı,Krediye Uygun
15159791,"1,700,000",Muğla Satılık Daire,Dalaman Satılık Daire,Altıntas Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),3,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15159793,"4,500,000",Muğla Satılık Daire,Ortaca Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,164 M2,3+1,11-15,3,Yüksek Giriş,Klimalı,Bilinmiyor
15159788,"2,200,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
15159792,"2,750,000",Muğla Satılık Daire,Dalaman Satılık Daire,Altıntas Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),4,1.Kat,Klimalı,Krediye Uygun
15159795,"2,350,000",Muğla Satılık Daire,Ortaca Satılık Daire,Karaburun Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15159796,"1,780,000",Muğla Satılık Daire,Dalaman Satılık Daire,Altıntas Mahallesi Satılık Daire,63 M2,1+1,2,4,1.Kat,Klimalı,Krediye Uygun
15159801,"1,600,000",Muğla Satılık Daire,Ortaca Satılık Daire,Çaylı Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun
