ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15151309,"1,850,000",Ankara Satılık Daire,Sincan Satılık Daire,Mareşal Çakmak Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15175586,"2,239,000",Ankara Satılık Daire,Keçiören Satılık Daire,Ufuktepe Mahallesi Satılık Daire,125 M2,3+1,11-15,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15151417,"3,800,000",Ankara Satılık Daire,Yenimahalle Satılık Daire,Turgut Özal Mahallesi Satılık Daire,140 M2,3+1,16-20,6,5.Kat,Kombi Doğalgaz,Krediye Uygun
15153521,"2,749,000",Ankara Satılık Daire,Keçiören Satılık Daire,Kuşcağız Mahallesi Satılık Daire,145 M2,3+1,5-10,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15154807,"1,150,000",Ankara Satılık Daire,Polatlı Satılık Daire,Zafer Mahallesi Satılık Daire,135 M2,3+1,21 Ve Üzeri,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15155582,"1,440,000",Ankara Satılık Daire,Mamak Satılık Daire,Bahçelerüstü Mahallesi Satılık Daire,140 M2,3+1,11-15,7,Kot 3 (-3).Kat,Kombi Doğalgaz,Krediye Uygun
15157010,"1,700,000",Ankara Satılık Daire,Keçiören Satılık Daire,Bademlik Mahallesi Satılık Daire,100 M2,2+1,5-10,3,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15160786,"3,100,000",Ankara Satılık Daire,Keçiören Satılık Daire,Ufuktepe Mahallesi Satılık Daire,245 M2,4+1,16-20,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15160801,"3,700,000",Ankara Satılık Daire,Çankaya Satılık Daire,Bahçelievler Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15164408,"1,549,000",Ankara Satılık Daire,Mamak Satılık Daire,Fahri Korutürk Mahallesi Satılık Daire,165 M2,2+1,2,7,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15162714,"9,500,000",Ankara Satılık Daire,Etimesgut Satılık Daire,Göksu Mahallesi Satılık Daire,177 M2,4+1,5-10,29,19.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15134981,"2,495,000",Ankara Satılık Daire,Etimesgut Satılık Daire,Piyade Mahallesi Satılık Daire,65 M2,1+1,4,8,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15134982,"7,249,000",Ankara Satılık Daire,Etimesgut Satılık Daire,Göksu Mahallesi Satılık Daire,200 M2,4+1,0 (Yeni),15,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15168146,"2,690,000",Ankara Satılık Daire,Pursaklar Satılık Daire,Mimar Sinan Mahallesi Satılık Daire,125 M2,3+1,4,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15136541,"4,600,000",Ankara Satılık Daire,Keçiören Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,230 M2,1.5+1,16-20,3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15135035,"1,350,000",Ankara Satılık Daire,Kahramankazan Satılık Daire,Satıkadın Mahallesi Satılık Daire,135 M2,3+1,16-20,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15139224,"1,860,000",Ankara Satılık Daire,Keçiören Satılık Daire,Esertepe Mahallesi Satılık Daire,135 M2,3+1,11-15,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15139568,"2,300,000",Ankara Satılık Daire,Kahramankazan Satılık Daire,Atatürk Mahallesi Satılık Daire,125 M2,3+1,4,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15137619,"1,975,000",Ankara Satılık Daire,Keçiören Satılık Daire,Adnan Menderes Mahallesi Satılık Daire,120 M2,3+1,16-20,3,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15137884,"2,895,000",Ankara Satılık Daire,Pursaklar Satılık Daire,Merkez Mahallesi Satılık Daire,125 M2,3+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15140193,"2,099,000",Ankara Satılık Daire,Keçiören Satılık Daire,Kuşcağız Mahallesi Satılık Daire,160 M2,3+1,11-15,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15141437,"1,900,000",Ankara Satılık Daire,Mamak Satılık Daire,Küçük Kayaş Mahallesi Satılık Daire,115 M2,3+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15141571,"1,780,000",Ankara Satılık Daire,Çankaya Satılık Daire,Cebeci Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,3,Düz Giriş (Zemin),Merkezi Doğalgaz,Krediye Uygun
15142573,"2,499,000",Ankara Satılık Daire,Keçiören Satılık Daire,Tepebaşı Mahallesi Satılık Daire,125 M2,3+1,16-20,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15142610,"1,399,000",Ankara Satılık Daire,Keçiören Satılık Daire,Atapark Mahallesi Satılık Daire,110 M2,2+1,5-10,3,Kot 3 (-3).Kat,Kombi Doğalgaz,Krediye Uygun
15142640,"2,149,000",Ankara Satılık Daire,Keçiören Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,125 M2,3+1,21 Ve Üzeri,3,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15142670,"2,849,000",Ankara Satılık Daire,Keçiören Satılık Daire,Kanuni Mahallesi Satılık Daire,130 M2,3+1,5-10,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15142681,"2,845,000",Ankara Satılık Daire,Keçiören Satılık Daire,Atapark Mahallesi Satılık Daire,125 M2,3+1,11-15,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15142758,"2,749,000",Ankara Satılık Daire,Keçiören Satılık Daire,Atapark Mahallesi Satılık Daire,135 M2,3+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15142768,"2,449,000",Ankara Satılık Daire,Keçiören Satılık Daire,Atapark Mahallesi Satılık Daire,125 M2,3+1,11-15,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15134733,"2,650,000",Ankara Satılık Daire,Mamak Satılık Daire,Derbent Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),15,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15142831,"1,650,000",Ankara Satılık Daire,Keçiören Satılık Daire,Esertepe Mahallesi Satılık Daire,120 M2,3+1,16-20,3,Kot 2 (-2).Kat,Kombi Doğalgaz,Krediye Uygun
15142848,"2,950,000",Ankara Satılık Daire,Çankaya Satılık Daire,Kırkkonaklar Mahallesi Satılık Daire,128 M2,2+1,5-10,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15142920,"2,350,000",Ankara Satılık Daire,Keçiören Satılık Daire,Hisar Mahallesi Satılık Daire,125 M2,3+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15143150,"2,149,000",Ankara Satılık Daire,Keçiören Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,120 M2,3+1,16-20,3,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
14999749,"1,450,000",Ankara Satılık Daire,Keçiören Satılık Daire,Uyanış Mahallesi Satılık Daire,100 M2,2+1,16-20,3,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15000499,"3,000,000",Ankara Satılık Daire,Mamak Satılık Daire,Akşemsettin Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),15,10.Kat,Kombi Doğalgaz,Krediye Uygun
15006085,"3,420,000",Ankara Satılık Daire,Yenimahalle Satılık Daire,Serhat Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,8,5.Kat,Kombi Doğalgaz,Krediye Uygun
14951321,"2,950,000",Ankara Satılık Daire,Çankaya Satılık Daire,Kırkkonaklar Mahallesi Satılık Daire,128 M2,2+1,5-10,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15015602,"2,500,000",Ankara Satılık Daire,Mamak Satılık Daire,Küçük Kayaş Mahallesi Satılık Daire,250 M2,4+1,5-10,5,Çatı Dubleks,Merkezi Doğalgaz,Krediye Uygun
15051737,"2,090,000",Ankara Satılık Daire,Yenimahalle Satılık Daire,Karşıyaka Mahallesi Satılık Daire,125 M2,3+1,21 Ve Üzeri,8,6.Kat,Kombi Doğalgaz,Krediye Uygun
15037340,"1,589,000",Ankara Satılık Daire,Sincan Satılık Daire,Selçuklu Mahallesi Satılık Daire,125 M2,3+1,16-20,4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15050628,"2,350,000",Ankara Satılık Daire,Mamak Satılık Daire,Kusunlar Mahallesi Satılık Daire,155 M2,3+1,0 (Yeni),13,10.Kat,Kombi Doğalgaz,Krediye Uygun
15056076,"2,300,000",Ankara Satılık Daire,Mamak Satılık Daire,Küçük Kayaş Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),6,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15035459,"1,800,000",Ankara Satılık Daire,Keçiören Satılık Daire,Kanuni Mahallesi Satılık Daire,170 M2,4+1,11-15,4,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15049543,"2,750,000",Ankara Satılık Daire,Mamak Satılık Daire,Yeni Bayındır Mahallesi Satılık Daire,135 M2,3+1,1,8,8.Kat,Kombi Doğalgaz,Krediye Uygun
15030264,"3,250,000",Ankara Satılık Daire,Keçiören Satılık Daire,Kuşcağız Mahallesi Satılık Daire,130 M2,3+1,11-15,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15106150,"2,770,000",Ankara Satılık Daire,Yenimahalle Satılık Daire,Mehmet Akif Ersoy Mahallesi Satılık Daire,90 M2,2+1,5-10,17,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15111333,"2,399,000",Ankara Satılık Daire,Sincan Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,145 M2,3+1,5-10,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15107357,"1,700,000",Ankara Satılık Daire,Mamak Satılık Daire,Peyami Safa Mahallesi Satılık Daire,105 M2,3+1,21 Ve Üzeri,4,4.Kat,Isıtma Yok,Krediye Uygun
15107358,"2,850,000",Ankara Satılık Daire,Mamak Satılık Daire,Kutlu Mahallesi Satılık Daire,120 M2,3+1,11-15,6,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
15115992,"3,650,000",Ankara Satılık Daire,Polatlı Satılık Daire,Şehitlik Mahallesi Satılık Daire,137 M2,3+1,0 (Yeni),2,1.Kat,Kombi Doğalgaz,Krediye Uygun
15122178,"3,250,000",Ankara Satılık Daire,Keçiören Satılık Daire,Atapark Mahallesi Satılık Daire,125 M2,3+1,3,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15177413,"1,225,000",Ankara Satılık Daire,Etimesgut Satılık Daire,Süvari Mahallesi Satılık Daire,85 M2,2+1,16-20,3,Kot 1 (-1).Kat,Kombi Doğalgaz,Bilinmiyor
15177560,"2,800,000",Ankara Satılık Daire,Mamak Satılık Daire,Gülveren Mahallesi Satılık Daire,140 M2,3+1,11-15,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15177570,"2,200,000",Ankara Satılık Daire,Keçiören Satılık Daire,Karakaya Mahallesi Satılık Daire,140 M2,3+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
13680020,"1,529,000",Ankara Satılık Daire,Altındağ Satılık Daire,Karacaören Mahallesi Satılık Daire,100 M2,2+1,11-15,11,10.Kat,Kombi Doğalgaz,Krediye Uygun
14048713,"3,400,000",Ankara Satılık Daire,Yenimahalle Satılık Daire,Serhat Mahallesi Satılık Daire,130 M2,3+1,11-15,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15177427,"1,765,000",Ankara Satılık Daire,Altındağ Satılık Daire,Karapürçek Mahallesi Satılık Daire,135 M2,3+1,5-10,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15103055,"2,850,000",Ankara Satılık Daire,Keçiören Satılık Daire,Bademlik Mahallesi Satılık Daire,140 M2,3+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14429425,"5,700,000",Ankara Satılık Daire,Çankaya Satılık Daire,Ümit Mahallesi Satılık Daire,145 M2,3+1,21 Ve Üzeri,9,1.Kat,Kombi Doğalgaz,Krediye Uygun
15083555,"3,250,000",Ankara Satılık Daire,Mamak Satılık Daire,Fahri Korutürk Mahallesi Satılık Daire,220 M2,4+1,3,13,13.Kat,Kombi Doğalgaz,Krediye Uygun
15018001,"2,149,000",Ankara Satılık Daire,Etimesgut Satılık Daire,Yapracık Mahallesi Satılık Daire,136 M2,3+1,5-10,11,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun
14471431,"2,250,000",Ankara Satılık Daire,Etimesgut Satılık Daire,Süvari Mahallesi Satılık Daire,95 M2,2+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Bilinmiyor
15177047,"1,489,000",Ankara Satılık Daire,Sincan Satılık Daire,Malazgirt Mahallesi Satılık Daire,90 M2,2+1,5-10,3,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
14545436,"4,950,000",Ankara Satılık Daire,Yenimahalle Satılık Daire,Yeni Batı Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),13,4.Kat,Kombi Doğalgaz,Krediye Uygun
14551452,"3,200,000",Ankara Satılık Daire,Çankaya Satılık Daire,Kocatepe Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
14585913,"1,525,000",Ankara Satılık Daire,Sincan Satılık Daire,Atatürk Mahallesi Satılık Daire,125 M2,3+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15175927,"3,325,000",Ankara Satılık Daire,Keçiören Satılık Daire,Etlik Mahallesi Satılık Daire,145 M2,3+1,11-15,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15175933,"3,485,000",Ankara Satılık Daire,Mamak Satılık Daire,Akşemsettin Mahallesi Satılık Daire,230 M2,4+1,4,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15175941,"2,440,000",Ankara Satılık Daire,Polatlı Satılık Daire,Şentepe Mahallesi Satılık Daire,160 M2,3+1,3,8,8.Kat,Kombi Doğalgaz,Krediye Uygun
15176034,"3,000,000",Ankara Satılık Daire,Sincan Satılık Daire,29 Ekim Mahallesi Satılık Daire,165 M2,4+1,0 (Yeni),5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15175991,"2,350,000",Ankara Satılık Daire,Mamak Satılık Daire,Misket Mahallesi Satılık Daire,110 M2,3+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15177631,"1,545,000",Ankara Satılık Daire,Mamak Satılık Daire,Misket Mahallesi Satılık Daire,130 M2,3+1,11-15,3,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15176057,"2,895,000",Ankara Satılık Daire,Pursaklar Satılık Daire,Merkez Mahallesi Satılık Daire,125 M2,3+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15176092,"2,450,000",Ankara Satılık Daire,Keçiören Satılık Daire,Bademlik Mahallesi Satılık Daire,125 M2,3+1,16-20,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15176121,"3,390,000",Ankara Satılık Daire,Etimesgut Satılık Daire,Süvari Mahallesi Satılık Daire,150 M2,3+1,5-10,13,Kot 3 (-3).Kat,Merkezi (Pay Ölçer),Krediye Uygun
15176150,"3,650,000",Ankara Satılık Daire,Mamak Satılık Daire,Boğaziçi Mahallesi Satılık Daire,150 M2,4+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15176350,"2,150,000",Ankara Satılık Daire,Mamak Satılık Daire,Akdere Mahallesi Satılık Daire,110 M2,3+1,21 Ve Üzeri,2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15176256,"1,399,000",Ankara Satılık Daire,Sincan Satılık Daire,Atatürk Mahallesi Satılık Daire,115 M2,3+1,21 Ve Üzeri,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15175290,"2,060,000",Ankara Satılık Daire,Keçiören Satılık Daire,Ufuktepe Mahallesi Satılık Daire,117 M2,3+1,16-20,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15176460,"2,349,000",Ankara Satılık Daire,Keçiören Satılık Daire,Ayvalı Mahallesi Satılık Daire,135 M2,3+1,16-20,2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15176519,"1,399,000",Ankara Satılık Daire,Etimesgut Satılık Daire,Bağlıca Mahallesi Satılık Daire,21 M2,Stüdyo,5-10,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15112166,"2,250,000",Ankara Satılık Daire,Mamak Satılık Daire,Derbent Mahallesi Satılık Daire,155 M2,3+1,5-10,14,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15174388,"1,300,000",Ankara Satılık Daire,Mamak Satılık Daire,Mutlu Mahallesi Satılık Daire,115 M2,2+1,5-10,3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15174349,"1,575,000",Ankara Satılık Daire,Keçiören Satılık Daire,Çiçekli Mahallesi Satılık Daire,110 M2,2+1,21 Ve Üzeri,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15174433,"2,950,000",Ankara Satılık Daire,Keçiören Satılık Daire,Etlik Mahallesi Satılık Daire,110 M2,2.5+1,21 Ve Üzeri,12,9.Kat,Merkezi Doğalgaz,Krediye Uygun
15176190,"3,450,000",Ankara Satılık Daire,Çankaya Satılık Daire,Mimar Sinan Mahallesi Satılık Daire,135 M2,3+1,4,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15176200,"2,700,000",Ankara Satılık Daire,Keçiören Satılık Daire,Uyanış Mahallesi Satılık Daire,140 M2,3+1,11-15,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15174596,"1,660,000",Ankara Satılık Daire,Mamak Satılık Daire,Tuzluçayır Mahallesi Satılık Daire,110 M2,3+1,16-20,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15174652,"2,250,000",Ankara Satılık Daire,Yenimahalle Satılık Daire,Demetgül Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,6,1.Kat,Kombi Doğalgaz,Krediye Uygun
15174696,"1,549,000",Ankara Satılık Daire,Keçiören Satılık Daire,İncirli Mahallesi Satılık Daire,115 M2,2+1,16-20,3,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15174708,"2,175,000",Ankara Satılık Daire,Keçiören Satılık Daire,Bademlik Mahallesi Satılık Daire,130 M2,3+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15174759,"1,899,000",Ankara Satılık Daire,Keçiören Satılık Daire,Karakaya Mahallesi Satılık Daire,135 M2,3+1,11-15,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15174517,"1,350,000",Ankara Satılık Daire,Altındağ Satılık Daire,Karapürçek Mahallesi Satılık Daire,115 M2,3+1,5-10,3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15174853,"2,040,000",Ankara Satılık Daire,Mamak Satılık Daire,Şirintepe Mahallesi Satılık Daire,115 M2,3+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15172581,"2,200,000",Ankara Satılık Daire,Gölbaşı Satılık Daire,Eymir Mahallesi Satılık Daire,85 M2,2+1,5-10,3,Çatı Katı,Merkezi Doğalgaz,Krediye Uygun
15172582,"2,900,000",Ankara Satılık Daire,Çankaya Satılık Daire,Aşağı Öveçler Mahallesi Satılık Daire,110 M2,3+1,21 Ve Üzeri,3,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
15172647,"1,550,000",Ankara Satılık Daire,Mamak Satılık Daire,Yeşilbayır Mahallesi Satılık Daire,90 M2,2+1,5-10,3,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15172648,"2,330,000",Ankara Satılık Daire,Mamak Satılık Daire,Altıağaç Mahallesi Satılık Daire,120 M2,3+1,3,14,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15172662,"2,350,000",Ankara Satılık Daire,Keçiören Satılık Daire,Güçlükaya Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15172667,"2,790,000",Ankara Satılık Daire,Keçiören Satılık Daire,Adnan Menderes Mahallesi Satılık Daire,130 M2,3+1,11-15,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15174841,"2,800,000",Ankara Satılık Daire,Keçiören Satılık Daire,Uyanış Mahallesi Satılık Daire,160 M2,4+1,11-15,4,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15172794,"2,435,000",Ankara Satılık Daire,Mamak Satılık Daire,Akşemsettin Mahallesi Satılık Daire,135 M2,3+1,5-10,13,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15172795,"1,919,000",Ankara Satılık Daire,Mamak Satılık Daire,Şirintepe Mahallesi Satılık Daire,130 M2,3+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15174176,"2,390,000",Ankara Satılık Daire,Çankaya Satılık Daire,Şehit Cevdet Özdemir Mahallesi Satılık Daire,105 M2,3+1,21 Ve Üzeri,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15174164,"4,400,000",Ankara Satılık Daire,Keçiören Satılık Daire,Karargahtepe Mahallesi Satılık Daire,105 M2,2+1,21 Ve Üzeri,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15174106,"3,300,000",Ankara Satılık Daire,Altındağ Satılık Daire,Başpınar Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),7,1.Kat,Kombi Doğalgaz,Krediye Uygun
15174184,"2,679,000",Ankara Satılık Daire,Sincan Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,145 M2,3+1,1,6,6.Kat,Kombi Doğalgaz,Krediye Uygun
15174227,"1,750,000",Ankara Satılık Daire,Çubuk Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,115 M2,3+1,5-10,5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15174228,"3,450,000",Ankara Satılık Daire,Pursaklar Satılık Daire,Saray Fatih Mahallesi Satılık Daire,160 M2,3+1,4,9,2.Kat,Kombi Doğalgaz,Krediye Uygun
15172578,"2,900,000",Ankara Satılık Daire,Keçiören Satılık Daire,Esertepe Mahallesi Satılık Daire,105 M2,3+1,11-15,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15174187,"1,785,000",Ankara Satılık Daire,Keçiören Satılık Daire,Ufuktepe Mahallesi Satılık Daire,100 M2,3+1,16-20,3,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15174186,"1,549,000",Ankara Satılık Daire,Keçiören Satılık Daire,Çiçekli Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15174257,"1,550,000",Ankara Satılık Daire,Keçiören Satılık Daire,Kuşcağız Mahallesi Satılık Daire,105 M2,3+1,16-20,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15175964,"2,750,000",Ankara Satılık Daire,Keçiören Satılık Daire,Tepebaşı Mahallesi Satılık Daire,125 M2,3+1,11-15,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15172553,"1,185,000",Ankara Satılık Daire,Sincan Satılık Daire,Andiçen Mahallesi Satılık Daire,110 M2,3+1,16-20,4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
